n_samples,prompt_strategy,sentences_per_prompt,overlap,paper_id,total_triples,unique_s,unique_p,unique_o,bad_triples
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.1001871,28.0,19.0,16.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.1000451,12.0,3.0,9.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.0040415,10.0,9.0,9.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.1001569,29.0,17.0,22.0,22.0,6.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.2003703,16.0,5.0,16.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.1000124,16.0,8.0,15.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.0030176,10.0,8.0,9.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.0030283,23.0,13.0,22.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.2000862,17.0,3.0,13.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.2000735,28.0,6.0,21.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.0030007,23.0,9.0,19.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.1002352,36.0,21.0,30.0,34.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.1001853,26.0,15.0,26.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.1000144,13.0,11.0,11.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.0040431,10.0,10.0,10.0,9.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.0060072,18.0,9.0,17.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.1001675,8.0,4.0,3.0,5.0,2.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,3.0,10.1371/journal.pbio.0030038,27.0,4.0,26.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1002198,17.0,12.0,17.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001127,15.0,10.0,8.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0050254,19.0,11.0,18.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0060159,11.0,7.0,11.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001555,19.0,12.0,15.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040072,15.0,6.0,15.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0060202,20.0,8.0,14.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030386,9.0,5.0,9.0,8.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040157,0.0,0.0,0.0,0.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001251,14.0,13.0,14.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030079,9.0,9.0,9.0,9.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0050177,22.0,7.0,20.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030339,25.0,11.0,21.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001046,14.0,5.0,14.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.3002176,13.0,8.0,13.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020363,16.0,8.0,15.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001234,29.0,16.0,12.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2001402,14.0,6.0,14.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020294,12.0,8.0,12.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0000042,13.0,7.0,13.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2005143,23.0,20.0,23.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020442,22.0,6.0,11.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020106,15.0,12.0,12.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1002593,12.0,7.0,11.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020097,14.0,6.0,9.0,9.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0050138,14.0,12.0,13.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020312,20.0,7.0,19.0,19.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040379,20.0,9.0,17.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0060280,26.0,11.0,25.0,25.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1002564,14.0,6.0,12.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040204,17.0,5.0,16.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0060301,34.0,23.0,19.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001041,30.0,6.0,21.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040140,8.0,2.0,4.0,7.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030380,7.0,6.0,5.0,7.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2006352,27.0,16.0,24.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000536,29.0,4.0,16.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.3000970,20.0,8.0,14.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001518,27.0,4.0,25.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000313,21.0,4.0,18.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040088,19.0,10.0,17.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0060079,20.0,14.0,18.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001293,28.0,17.0,25.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0050077,31.0,3.0,23.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000582,25.0,5.0,19.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0050184,14.0,3.0,5.0,9.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0050008,25.0,9.0,21.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030085,19.0,9.0,12.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040286,18.0,1.0,18.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0000005,22.0,4.0,19.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020329,24.0,22.0,20.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000285,17.0,8.0,15.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030422,17.0,3.0,10.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0050310,17.0,6.0,16.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000298,26.0,15.0,23.0,24.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000506,31.0,18.0,19.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0050157,21.0,20.0,18.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001247,14.0,5.0,11.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000564,26.0,14.0,14.0,15.0,3.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030157,26.0,19.0,18.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030092,13.0,10.0,12.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030045,10.0,2.0,10.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.3001358,10.0,1.0,4.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020057,7.0,6.0,6.0,7.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0000045,30.0,4.0,28.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001135,6.0,4.0,6.0,6.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0060014,21.0,9.0,15.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2001104,23.0,12.0,18.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001613,22.0,9.0,17.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020340,16.0,3.0,12.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020421,9.0,4.0,9.0,9.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0020424,8.0,6.0,8.0,8.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2000106,13.0,6.0,12.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2002266,19.0,13.0,16.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030170,20.0,9.0,12.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2003648,20.0,9.0,19.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0060025,10.0,9.0,10.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001823,23.0,6.0,17.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000131,18.0,15.0,18.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040360,21.0,14.0,20.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030314,9.0,7.0,7.0,7.0,2.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040309,19.0,14.0,17.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001871,17.0,8.0,12.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000451,19.0,12.0,19.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040415,12.0,9.0,10.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001569,19.0,9.0,16.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2003703,15.0,6.0,15.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000124,17.0,8.0,15.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030176,9.0,6.0,8.0,9.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030283,17.0,10.0,17.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2000862,20.0,6.0,14.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.2000735,33.0,11.0,24.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030007,19.0,6.0,17.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1002352,44.0,26.0,39.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001853,20.0,15.0,20.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1000144,20.0,8.0,18.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0040431,8.0,2.0,3.0,7.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0060072,22.0,11.0,20.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.1001675,18.0,9.0,10.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,4.0,10.1371/journal.pbio.0030038,26.0,14.0,23.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1002198,15.0,9.0,7.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001127,7.0,6.0,5.0,7.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0050254,33.0,15.0,23.0,32.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0060159,14.0,10.0,13.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001555,17.0,13.0,14.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0040072,11.0,6.0,9.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0060202,13.0,7.0,12.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030386,10.0,5.0,10.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0040157,15.0,3.0,7.0,6.0,8.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001251,19.0,17.0,16.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030079,13.0,10.0,8.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0050177,9.0,4.0,6.0,8.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030339,22.0,14.0,20.0,20.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001046,15.0,4.0,14.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.3002176,11.0,9.0,11.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020363,21.0,7.0,21.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001234,28.0,15.0,8.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.2001402,17.0,7.0,15.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020294,13.0,8.0,9.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0000042,14.0,12.0,14.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.2005143,15.0,13.0,15.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020442,19.0,11.0,19.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020106,9.0,3.0,8.0,8.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1002593,17.0,10.0,16.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020097,19.0,13.0,13.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0050138,17.0,10.0,15.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020312,17.0,8.0,12.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0040379,28.0,19.0,18.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0060280,43.0,18.0,32.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1002564,15.0,4.0,10.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0040204,17.0,7.0,15.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0060301,30.0,13.0,22.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001041,28.0,6.0,20.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0040140,7.0,3.0,4.0,7.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030380,8.0,3.0,5.0,8.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.2006352,12.0,8.0,11.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1000536,19.0,5.0,13.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.3000970,24.0,15.0,18.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001518,28.0,13.0,22.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1000313,12.0,3.0,12.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0040088,24.0,6.0,13.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0060079,20.0,16.0,16.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001293,21.0,7.0,19.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0050077,35.0,19.0,33.0,34.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1000582,3.0,1.0,2.0,3.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0050184,10.0,4.0,4.0,7.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0050008,35.0,15.0,29.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030085,18.0,8.0,13.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0040286,20.0,1.0,19.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0000005,32.0,6.0,28.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020329,24.0,19.0,19.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1000285,14.0,11.0,14.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030422,19.0,5.0,13.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0050310,13.0,3.0,13.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1000298,16.0,9.0,15.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1000506,38.0,28.0,30.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0050157,24.0,14.0,21.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001247,15.0,13.0,9.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1000564,16.0,8.0,13.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030157,20.0,15.0,15.0,19.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030092,16.0,10.0,15.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030045,11.0,3.0,11.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.3001358,8.0,1.0,3.0,8.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020057,12.0,3.0,9.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0000045,32.0,5.0,24.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001135,11.0,7.0,11.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0060014,36.0,19.0,29.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.2001104,14.0,8.0,12.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001613,28.0,12.0,26.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020340,19.0,12.0,18.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020421,8.0,2.0,7.0,8.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0020424,11.0,7.0,10.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.2000106,14.0,7.0,12.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.2002266,17.0,11.0,10.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0030170,24.0,8.0,9.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.2003648,17.0,15.0,15.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.0060025,12.0,9.0,9.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,13.0,5.0,10.1371/journal.pbio.1001823,28.0,8.0,28.0,28.0,0.0
